2.938530723428660254e-04,2.629362370915760993e-04,2.625738876960822176e-04
5.274589533502360535e-07,5.366892174126467533e-07,1.795339421458763790e-06
5.160170666255021560e-07,4.926136976899977827e-07,2.525312681959725106e-06
5.064099909552055759e-07,7.081113265096391293e-07,9.261007097368108184e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.263790116263976380e-07,8.229538831147638563e-07,2.030908263254070409e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
1.095910141035241235e-06,1.479481681080151085e-05,2.062170619081477546e-06
5.150973207090633167e-07,5.934877570337508407e-07,1.079397493274891946e-06
5.375083092605670352e-07,3.606517415593008478e-06,1.278636987348447275e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.034803737805844656e-07,5.153392881835203477e-07,1.858390803432239068e-06
5.130761721872985424e-07,5.231601357142150519e-07,1.184097124615316674e-06
5.258677140078649151e-07,4.906061523188978343e-07,1.214622382289445205e-06
9.868092848880018433e-07,1.076464123551393851e-06,3.014645138674635859e-06
5.070119933127112913e-07,4.595493236317951933e-07,1.285085143197896316e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.032183969906264530e-07,4.926256422902992661e-07,1.241706315064646871e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.091370292356937874e-07,6.441553708809391522e-07,2.313392953128013687e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.069987696074825619e-07,9.652087980412287257e-07,1.203437210597788499e-06
5.366058416915660715e-07,1.022645988348621523e-05,8.968865587919081366e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
8.431670958224750230e-07,5.187255114229415585e-07,7.609123188218849559e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.057963216907867994e-07,5.640467054007521821e-07,5.685828663282341651e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.666484391575199218e-07,7.392312152988443373e-07,1.451285946958532373e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
9.938873262127665262e-07,4.589118590103155823e-07,6.550220292786699750e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
9.052769738700974908e-07,9.366096903565076519e-07,3.966846418405685059e-06
9.720878462029782502e-07,1.107985431275600387e-06,1.048017759837308699e-06
6.775703964419760270e-07,4.562171536687002061e-07,1.065214814180326472e-06
5.039285034962957771e-07,5.472728799508151471e-07,1.161131595988960872e-06
5.267273921694943845e-07,4.770905013084062943e-07,1.883523608384542932e-06
5.205670617959334496e-07,4.701634186196724499e-07,4.503179528463125213e-06
5.208445960424802308e-07,5.052919677590807868e-07,1.199847408629032880e-06
5.224166394503883551e-07,6.889967423652042135e-07,1.582680233700060958e-06
8.814627440540983078e-07,6.270363112560071260e-07,3.802141458934557100e-06
5.045156868138901778e-07,5.891594633777254759e-07,1.749278068803245987e-06
7.082414212430256780e-06,1.332572962661233860e-06,1.806421219065743495e-05
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
6.074187561791384250e-07,6.435232363643898355e-07,8.864108612190065170e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.175411912387604229e-07,4.637352860314315877e-07,1.264963938011232514e-06
1.977566301403235085e-06,3.952651833466453790e-06,1.381735994568225361e-05
5.288454500917152845e-07,5.419392249689827540e-07,1.786225994610101528e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.422401203583929035e-07,7.400623013289519748e-07,2.129589718329685217e-06
5.075765969339465047e-07,5.202934502438083524e-07,1.195558281962373005e-06
5.401688309246874884e-07,5.703932421405424813e-07,7.581856482111115153e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
9.330436365707147096e-07,5.595228112127991902e-07,1.235452579650269417e-06
9.497476558698932627e-07,1.405923868650030800e-06,5.189301868812512986e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.093421408176941751e-07,4.821853098770108019e-07,1.248841542554914299e-06
1.708925788681949201e-06,6.329104538618679051e-07,7.726167977062869556e-07
1.929408092251466960e-06,2.084615750654737916e-06,9.842281625473356664e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.436779444811205523e-07,5.135286368162717234e-07,5.709621268127518273e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.075200308119274921e-07,4.547598433008997625e-07,1.291434297350197130e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.200160950975375807e-07,5.180175959097375656e-07,1.832646673110343238e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
1.644651906256580605e-06,8.574919861289265560e-07,2.479509488275690002e-06
5.432748150843793740e-07,5.714783224216108419e-07,2.374045034440730875e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
5.544727514586990340e-07,5.549754038904297382e-07,1.343845841433833321e-05
5.477540029206078998e-07,6.089787760157669445e-06,2.752447104142026805e-05
4.413761484439981558e-06,2.655937276079212706e-05,2.293090370889368712e-05
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
1.477512392134141956e-06,4.624533309174157979e-07,6.728761136865729406e-07
5.092086719316759321e-07,3.147911880840539877e-06,6.796820746221771606e-07
5.053390054484386061e-07,5.178760330744965860e-07,1.852363984513279359e-06
5.017675610415289328e-07,4.536801461140763561e-07,6.503342335492498624e-07
