2.934849037227398147e-04,2.632978333565372708e-04,2.624964365130156500e-04
5.297948784163153646e-07,5.337317744397116693e-07,1.797250609994503516e-06
5.154903177064832921e-07,4.932298014974952687e-07,2.526262194874281291e-06
5.060484257397664014e-07,7.085591577472945523e-07,9.262500026308172324e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.261625319359647006e-07,8.255458895184966012e-07,2.028495509332061744e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
1.092536753685500735e-06,1.480262204622271978e-05,2.060711084882142035e-06
5.148287675552182243e-07,5.939535848579610742e-07,1.079434015394311867e-06
5.370336754208504131e-07,3.610311862871704494e-06,1.275366983879109746e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.031108868563397163e-07,5.158830851199977334e-07,1.858873056659397775e-06
5.124596640018382432e-07,5.237530690464507346e-07,1.184436172013368054e-06
5.251509201115037509e-07,4.908853777986731189e-07,1.215540541740585941e-06
9.850655377115766319e-07,1.080154504529190161e-06,3.012874721646653835e-06
5.065873177948063718e-07,4.596942910912344054e-07,1.285860263886828675e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.028473876434319856e-07,4.930534377590957452e-07,1.241991255206929162e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.087478468280687475e-07,6.451533191027489602e-07,2.313539204747824505e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.066349227616514885e-07,9.683293267944806736e-07,1.200086123330396543e-06
5.359587247539318699e-07,1.023086514184515532e-05,8.951611704211377792e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
8.447144083656900642e-07,5.175567322279413182e-07,7.604829901226262150e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.054249805169587608e-07,5.651081962074439571e-07,5.687811201918128939e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.658638247841730580e-07,7.419018189799057053e-07,1.449084283584810686e-06
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
9.931378394362725852e-07,4.590250140833673323e-07,6.554329650506660654e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
9.012006157197414222e-07,9.422309894414414129e-07,3.965914839917694711e-06
9.710839789649011967e-07,1.108992306966517883e-06,1.047961292056543416e-06
6.753588283083699321e-07,4.563386375929982911e-07,1.068035713673414738e-06
5.035483427221397922e-07,5.478888252432853231e-07,1.161137092416850820e-06
5.262026008812668908e-07,4.774360018349292879e-07,1.884473569699376750e-06
5.200503919995851067e-07,4.703174313309594270e-07,4.505925499031117225e-06
5.201684782768726403e-07,5.059418383511301362e-07,1.200178259361693208e-06
5.230914092525216808e-07,6.888612584325054516e-07,1.582655772377054150e-06
8.794805207787516807e-07,6.290868373820886659e-07,3.803343230002472045e-06
5.041307517754127378e-07,5.903144812784213169e-07,1.748868719091990559e-06
6.854727416761229484e-06,1.396581197358954541e-06,1.826885027826640707e-05
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
5.014002039984941627e-07,4.537940176701655881e-07,6.507124818899879284e-07
6.061756596976412384e-07,6.447997872362596426e-07,8.863726096810223808e-07
